,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
336,332,28,8912,0,4,0,0,8192,6,0,3,1048576,1024,2144,0,1
337,332,56,6352,10,10,0,0,32768,12,10,5,262144,49472,6456,0,1
338,34404,0,0,0,5,0,0,61440,9,0,4,1048576,32768,0,0,1
339,332,28,26756,0,4,0,0,8192,11,0,3,1048576,34112,2008,0,1
340,34404,56,18352,10,10,0,0,16384,12,10,6,524288,49504,56376,0,1
341,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
342,34404,0,0,0,4,0,0,38148,2,27,11,2097152,0,5016,0,1
343,34404,56,258048,10,10,299856,379,204800,12,10,6,524288,49504,6032,0,1
344,332,28,22692,0,4,0,0,8192,11,0,3,1048576,38240,1816,0,1
345,332,56,78336,17,6,0,0,77824,12,0,5,1048576,33088,2408,0,1
346,332,28,4144,10,6,0,0,197420,11,0,5,1048576,33088,15984,0,1
347,34404,56,34800,10,10,0,0,32768,12,10,6,524288,49504,2160,0,1
348,34404,28,5264,6,6,109520,114,4096,10,10,5,2097152,33088,1704,0,1
349,332,0,0,6,5,0,0,1088116,2,25,8,1048576,32768,113368,0,1
350,332,28,4144,10,6,0,0,37564,11,0,5,1048576,33088,16012,0,1
351,332,0,0,0,1,110592,203,0,2,25,7,1048576,0,0,0,1
352,34404,56,195968,17,6,235744,100,192512,12,0,6,1048576,33120,63296,0,1
353,34404,56,45728,10,10,0,0,40960,12,10,7,524288,49504,29240,0,1
354,332,28,238400,0,5,0,0,237568,9,0,5,1048576,33088,1832,0,1
355,332,56,5296,10,10,0,0,20480,12,10,5,262144,49472,19552,0,1
356,34404,0,0,0,4,0,0,50424,2,27,11,2097152,0,5000,0,1
357,34404,0,0,0,4,0,0,37488,2,25,9,2097152,0,0,0,1
358,34404,56,27872,10,10,0,0,24576,12,10,6,524288,49504,1360,0,1
359,34404,56,29296,0,6,35568,278,28672,12,0,5,1048576,33056,70312,0,1
360,34404,56,79088,10,6,0,0,77824,11,0,6,1048576,33120,1484,0,1
361,34404,0,0,0,4,0,0,54620,2,25,9,2097152,0,0,0,1
362,332,56,11872,10,10,0,0,36864,12,10,5,262144,49472,2048,0,1
363,332,28,18620,0,4,0,0,8192,11,0,3,1048576,34112,2296,0,1
364,34404,56,22048,10,10,0,0,20480,12,10,6,524288,49504,46056,0,1
365,332,28,17980,0,4,0,0,8192,8,0,3,1048576,34112,4872,0,1
366,34404,56,8928,10,10,0,0,8192,12,10,6,524288,49504,72096,0,1
367,332,56,74160,17,6,0,0,73728,12,0,5,1048576,33088,2440,0,1
368,34404,56,159632,12,5,0,0,155648,12,0,7,1048576,33120,10980,0,1
369,332,84,95088,0,6,143728,2049,94208,11,0,5,1048576,33088,3844,0,1
370,332,28,53632,0,5,0,0,53248,10,0,5,1048576,33088,20644,0,1
371,34404,0,0,0,4,0,0,50388,2,27,11,2097152,0,5000,0,1
372,332,28,230840,0,4,0,0,8192,11,0,3,1048576,34144,12684,0,1
373,34404,56,13360,10,10,0,0,12288,12,10,6,524288,49504,76920,0,1
374,332,84,270812,10,6,0,0,282624,11,0,6,1048576,33088,93076,0,1
375,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
376,34404,28,5184,6,6,0,0,4096,10,10,5,1048576,33088,1748,0,1
377,34404,56,67248,10,10,0,0,57344,12,10,7,524288,49504,2088,0,1
378,34404,0,0,0,4,0,0,37708,2,27,11,2097152,0,5016,0,1
379,34404,0,0,0,4,0,0,99468,2,25,9,2097152,0,0,0,1
380,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,4296,0,1
381,332,0,0,0,4,0,0,28672,6,0,4,1048576,0,4696,0,1
382,34404,0,0,0,4,0,0,38092,2,27,11,2097152,0,4992,0,1
383,34404,0,0,0,4,0,0,301272,2,25,9,2097152,0,0,0,1
384,34404,28,161248,0,5,0,0,159744,9,0,5,1048576,32768,5104,0,1
385,332,28,30612,0,4,0,0,8192,11,0,3,1048576,34112,1336,0,1
386,34404,0,0,0,4,0,0,33304,2,25,9,2097152,0,0,0,1
387,34404,0,0,0,4,0,0,37720,2,27,11,2097152,0,5048,0,1
388,34404,28,28800,0,4,0,0,0,48,0,2,4194304,34144,2320,0,1
389,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
390,34404,0,0,0,4,0,0,169992,2,25,9,2097152,0,0,0,1
391,332,28,62400,0,5,0,0,61440,10,0,5,1048576,33088,11968,0,1
392,332,56,5536,10,10,0,0,32768,12,10,5,262144,49472,2080,0,1
393,332,0,0,6,5,0,0,32768,10,0,6,1048576,34112,8456,0,1
394,332,28,15784,0,4,0,0,8192,8,0,3,1048576,34112,1432,0,1
395,34404,56,41984,10,10,0,0,36864,12,10,6,524288,49504,2056,0,1
396,332,28,72140,0,4,0,0,8192,8,0,3,1048576,34112,1656,0,1
397,34404,56,29392,10,10,0,0,24576,12,10,6,524288,49504,2352,0,1
398,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
399,34404,56,235440,10,6,0,0,233472,11,0,6,1048576,33120,1488,0,1
400,332,0,0,0,1,94208,203,0,2,25,8,1048576,0,2048,0,1
401,34404,0,0,0,4,0,0,476092,2,25,9,12582912,0,0,0,1
402,34404,28,32460,0,4,0,0,0,8,0,2,4194304,1344,1520,0,1
403,332,56,4288,10,10,0,0,16384,12,10,5,262144,49472,49136,0,1
404,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
405,332,28,4128,6,6,0,0,45544,10,10,5,262144,33088,1712,0,1
406,332,56,55904,0,6,0,0,49152,14,10,7,1048576,33088,386588,0,1
407,34404,0,0,0,4,0,0,88560,2,27,11,2097152,0,5024,0,1
408,332,28,58444,0,4,0,0,8192,11,0,3,1048576,34144,2096,0,1
409,332,84,37748,0,6,0,0,40960,14,10,5,1048576,33088,19264,0,1
410,34404,0,0,0,4,0,0,54632,2,27,11,2097152,0,5000,0,1
411,332,0,0,0,5,0,0,24576,10,0,5,1048576,33088,436,0,1
412,34404,56,37376,10,10,0,0,32768,12,10,7,524288,49632,1744,0,1
413,332,28,12076,0,4,0,0,8192,8,0,3,1048576,1024,1768,0,1
414,34404,28,25520,0,5,0,0,24576,10,0,6,1048576,33088,33048,0,1
415,34404,56,50656,10,10,0,0,24576,12,10,6,524288,49504,1344,0,1
416,34404,28,193840,0,5,0,0,192512,10,0,6,1048576,33088,32936,0,1
417,34404,56,42080,10,10,0,0,32768,12,10,7,524288,49632,2264,0,1
418,332,28,10804,0,4,0,0,8192,8,0,3,1048576,34112,1056,0,1
419,34404,0,0,0,4,0,0,103620,2,27,11,2097152,0,5000,0,1
420,34404,0,0,0,4,0,0,33328,2,25,9,2097152,0,0,0,1
421,332,28,27904,0,4,0,0,8192,8,0,3,1048576,1344,1560,0,1
422,332,28,30068,0,4,0,0,8192,48,0,3,1048576,34144,2328,0,1
423,332,0,0,6,4,0,0,28672,6,0,5,1048576,32768,18200,0,1
424,332,56,166472,0,4,0,0,8192,48,0,3,1048576,34144,272704,0,1
425,34404,0,0,0,4,0,0,46412,2,27,11,2097152,0,5016,0,1
426,332,28,10632,0,4,0,0,8192,8,0,3,1048576,1024,1032,0,1
427,34404,56,250688,0,6,0,0,249856,12,0,5,1048576,33056,436,0,1
428,34404,0,0,0,5,0,0,81920,9,0,6,1048576,33088,964,0,1
429,34404,56,35456,17,6,0,0,32768,12,0,6,1048576,32864,266092,0,1
430,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
431,332,56,12912,10,10,0,0,36864,12,10,5,262144,49472,3008,0,1
432,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
433,332,28,18248,0,4,0,0,8192,8,0,3,1048576,34112,2024,0,1
434,34404,0,0,0,4,0,0,66988,2,27,11,2097152,0,5000,0,1
435,332,28,45648,0,5,0,0,32768,14,0,7,1048576,33088,9984,0,1
436,332,28,26504,0,4,0,0,8192,8,0,3,1048576,1344,1624,0,1
437,332,28,47808,0,4,0,0,8192,11,0,3,1048576,34144,1664,0,1
438,332,0,0,0,4,0,0,8192,6,0,3,1048576,1024,2304,0,1
439,332,56,4224,10,10,0,0,12288,12,10,5,262144,49472,75592,0,1
440,332,56,62096,0,6,0,0,61440,11,0,5,1048576,33088,2440,0,1
441,332,28,111456,0,4,0,0,8192,11,0,3,1048576,34144,30928,0,1
442,34404,0,0,0,4,0,0,182488,2,25,9,2097152,0,0,0,1
443,34404,0,0,0,4,0,0,42268,2,27,11,2097152,0,4992,0,1
444,34404,0,0,0,4,0,0,37708,2,27,11,2097152,0,4984,0,1
445,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
446,34404,0,0,0,4,0,0,128024,2,25,10,2097152,0,1504,0,1
447,332,28,4128,6,6,0,0,20824,10,10,5,262144,33088,3584,0,1
448,332,28,78632,0,4,0,0,8192,8,0,3,1048576,34112,11456,0,1
449,34404,0,0,0,4,0,0,59224,2,27,11,2097152,0,5000,0,1
450,34404,0,0,0,4,0,0,37988,2,27,11,2097152,0,5000,0,1
451,34404,56,32400,10,10,0,0,28672,12,10,6,524288,49504,1744,0,1
452,332,28,45472,0,5,0,0,45056,9,0,5,1048576,33088,2088,0,1
453,34404,0,0,0,4,0,0,55728,2,27,11,2097152,0,5016,0,1
454,332,0,0,0,1,0,0,0,2,25,8,1048576,32768,10752,0,1
455,34404,0,0,0,5,0,0,299008,10,0,6,1048576,33088,1844,0,1
456,332,0,0,0,1,192512,228,0,2,25,8,1048576,0,11264,0,1
457,34404,28,203104,0,4,0,0,200704,8,0,5,1048576,32768,312788,0,1
458,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
459,34404,56,428256,10,6,0,0,421888,11,0,6,1048576,33120,108872,0,1
460,332,28,686844,0,4,0,0,8192,11,0,3,1048576,34144,18648,0,1
461,34404,0,0,0,4,0,0,38192,2,27,11,2097152,0,5024,0,1
462,332,0,0,1,5,0,0,45056,9,0,4,1048576,32768,45056,0,1
463,332,28,668336,0,4,0,0,8192,8,0,3,1048576,34112,119304,0,1
464,34404,56,13440,10,10,0,0,12288,12,10,6,524288,49504,54104,0,1
465,34404,0,0,0,4,0,0,50712,2,27,11,2097152,0,5000,0,1
466,34404,0,0,0,4,0,0,42232,2,27,11,2097152,0,4984,0,1
467,34404,0,0,0,4,0,0,46348,2,27,11,2097152,0,5024,0,1
468,34404,56,839776,0,6,1099296,159,835584,12,0,5,1048576,33056,70500,0,1
469,34404,28,5504,6,6,0,0,4096,10,10,5,1048576,33088,1688,0,1
470,332,56,16016,10,10,0,0,45056,12,10,5,262144,49472,1744,0,1
471,34404,56,43360,10,10,0,0,40960,12,10,7,524288,49504,1704,0,1
472,332,28,90548,0,4,0,0,8192,8,0,3,1048576,34112,1448,0,1
473,332,56,4224,10,10,0,0,12288,12,10,5,262144,49472,28496,0,1
474,34404,0,0,0,4,0,0,115724,2,27,11,2097152,0,5016,0,1
475,34404,0,0,0,4,0,0,37504,2,25,9,2097152,0,0,0,1
476,34404,0,0,0,4,0,0,37504,2,25,9,2097152,0,0,0,1
477,332,28,40544,0,4,0,0,8192,8,0,3,1048576,34112,11288,0,1
478,34404,0,0,0,4,0,0,37704,2,27,11,2097152,0,5008,0,1
479,332,0,0,0,1,81920,233,0,2,25,8,1048576,0,57856,0,1
480,34404,28,42000,0,5,0,0,40960,10,0,6,1048576,33088,2040,0,1
481,34404,0,0,0,4,0,0,37664,2,25,9,2097152,0,0,0,1
482,34404,0,0,0,4,0,0,46428,2,27,11,2097152,0,5000,0,1
483,34404,0,0,0,4,0,0,46420,2,27,11,2097152,0,5008,0,1
484,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
485,34404,0,0,0,4,0,0,341724,2,27,11,2097152,0,5024,0,1
486,34404,84,26656,10,6,28752,819,24576,12,10,6,1048576,33120,1864,0,1
487,34404,56,27216,10,10,0,0,24576,12,10,6,524288,49504,2136,0,1
488,34404,0,0,0,4,0,0,62680,2,27,11,2097152,0,5008,0,1
489,332,28,79708,0,4,0,0,8192,11,0,3,1048576,34144,41968,0,1
490,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
491,332,0,0,6,5,0,0,32768,9,0,5,1048576,33792,79336,0,1
492,34404,28,58128,0,5,0,0,57344,10,0,6,1048576,33088,20644,0,1
493,332,112,308480,0,6,0,0,258048,14,0,6,1048576,33088,480,0,1
494,34404,84,1174400,0,5,0,0,1073152,14,0,8,1048576,33120,219408,0,1
495,332,28,4144,10,6,0,0,16672,11,0,5,1048576,33088,1476,0,1
496,34404,0,0,0,4,0,0,42252,2,27,11,2097152,0,5000,0,1
497,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
498,332,0,0,0,1,69632,203,0,2,25,7,1048576,0,0,0,1
499,34404,0,0,0,4,0,0,37528,2,25,9,2097152,0,0,0,1
500,34404,28,5952,6,6,109184,148,4096,10,10,5,1048576,33088,10064,0,1
501,34404,0,0,0,4,0,0,41584,2,25,9,2097152,0,0,0,1
502,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
503,332,28,144092,0,4,0,0,8192,11,0,3,1048576,34144,14228,0,1
504,34404,28,5232,6,6,0,0,4096,10,10,6,1048576,33088,1668,0,1
505,34404,0,0,0,4,0,0,54864,2,27,11,2097152,0,4984,0,1
506,34404,0,0,0,4,0,0,38076,2,27,11,2097152,0,5008,0,1
507,34404,0,0,0,4,0,0,37572,2,25,9,2097152,0,0,0,1
508,34404,56,26656,10,10,0,0,24576,12,10,7,524288,49632,2312,0,1
509,332,28,72848,0,5,0,0,69632,14,0,7,1048576,33088,480,0,1
510,34404,28,427936,0,5,0,0,425984,10,0,9,1048576,33088,131684,0,1
511,332,56,29232,0,6,0,0,28672,12,0,5,1048576,33088,1648,0,1
512,34404,0,0,0,4,0,0,46080,2,27,11,2097152,0,5000,0,1
513,332,56,4176,10,6,0,0,148340,11,0,6,1048576,33088,1456,0,1
514,332,28,851804,0,4,0,0,8192,8,0,3,1048576,34112,4784,0,1
515,34404,0,0,0,4,0,0,50664,2,27,11,2097152,0,4984,0,1
516,332,56,8944,10,10,0,0,57344,12,10,6,262144,49216,7944,0,1
517,332,28,24860,0,4,0,0,8192,11,0,3,1048576,34144,1640,0,1
518,34404,28,366016,0,5,0,0,364544,10,0,7,1048576,33088,125612,0,1
519,332,28,42188,0,4,0,0,8192,11,0,3,1048576,34144,1584,0,1
520,34404,0,0,0,4,0,0,50576,2,27,11,2097152,0,5000,0,1
521,332,28,61816,0,4,0,0,8192,8,0,3,1048576,34112,4824,0,1
522,34404,0,0,0,4,0,0,46240,2,27,11,2097152,0,5000,0,1
523,332,28,29296,0,5,0,0,28672,9,0,6,1048576,33088,33840,0,1
524,332,28,51892,0,4,0,0,8192,11,0,3,1048576,34144,2120,0,1
525,34404,56,38496,10,10,0,0,32768,12,10,7,1048576,49504,1840,0,1
526,332,28,4144,10,6,0,0,12536,11,0,5,1048576,33088,1460,0,1
527,34404,0,0,0,4,0,0,186736,2,25,9,2097152,0,0,0,1
528,332,28,954704,0,5,0,0,950272,10,0,5,1048576,33088,964,0,1
529,34404,56,31312,17,6,0,0,28672,12,0,6,1048576,33120,133540,0,1
530,332,84,1227552,0,5,1294480,236,1077248,14,10,6,1048576,33088,371952,0,1
531,34404,84,124928,10,10,0,0,77824,14,20,6,524288,49504,6320,0,1
532,34404,28,778368,0,5,0,0,774144,10,0,8,1048576,33088,153504,1,1
533,34404,56,13792,10,10,0,0,12288,12,10,6,524288,49504,208016,0,1
534,34404,84,227904,10,10,0,0,77824,14,20,6,524288,49504,1064,0,1
535,34404,0,0,0,4,0,0,37900,2,27,11,2097152,0,4992,0,1
536,332,28,81424,0,4,0,0,8192,11,0,3,1048576,34112,3032,0,1
537,34404,0,0,0,4,0,0,46424,2,27,11,2097152,0,5016,0,1
538,34404,56,14688,10,10,0,0,12288,12,10,7,524288,49504,153896,0,1
539,34404,0,0,0,4,0,0,46616,2,27,11,2097152,0,5024,0,1
540,34404,84,4277904,21315,10,0,0,3935472,14,20,10,524288,49632,11232,0,1
541,332,112,211936,0,6,0,0,155648,14,16,5,1048576,33088,1384,0,1
542,332,0,0,0,4,0,0,28672,6,0,5,1048576,0,5344,0,1
543,34404,0,0,0,4,0,0,271172,2,25,10,2097152,0,1256,0,1
544,34404,84,147104,10,10,0,0,73104,14,20,6,524288,49504,1064,0,1
545,34404,56,74800,0,6,0,0,73728,12,0,6,1048576,33120,1720,0,1
546,34404,84,179872,10,10,0,0,103808,14,20,6,524288,49504,1112,0,1
547,332,0,0,1,4,0,0,0,2,27,5,12582912,0,0,0,1
548,34404,0,0,0,4,0,0,50424,2,27,11,2097152,0,5008,0,1
549,34404,0,0,0,4,0,0,37628,2,25,9,2097152,0,0,0,1
550,34404,56,178000,10,10,0,0,139264,12,10,6,524288,49504,150128,0,1
551,332,28,124324,0,4,0,0,8192,11,0,3,1048576,34144,12160,0,1
552,332,28,53608,0,4,0,0,8192,11,0,3,1048576,34144,5408,0,1
553,332,56,16064,10,10,0,0,77824,12,10,6,262144,49472,3328,0,1
554,34404,0,0,0,5,0,0,245760,9,0,6,1048576,33088,964,1,1
555,34404,0,0,0,4,0,0,37700,2,27,11,2097152,0,5000,0,1
556,34404,56,8640,10,10,0,0,8192,12,10,6,524288,49504,75152,0,1
557,332,56,7280,10,10,0,0,73728,12,10,5,262144,49472,2064,0,1
558,34404,0,0,0,4,0,0,50520,2,27,11,2097152,0,5000,0,1
559,34404,28,66432,10,5,0,0,65536,10,0,6,1048576,33088,1536,0,1
560,332,112,418544,0,5,454176,128,344064,14,0,7,1048576,33088,18528,0,1
561,34404,56,1257136,10,10,0,0,1118208,12,10,7,524288,49504,74984,0,1
562,332,28,15384,0,4,0,0,8192,11,0,3,1048576,34112,1992,0,1
563,34404,0,0,0,4,0,0,46236,2,27,11,2097152,0,5000,0,1
564,34404,0,0,0,4,0,0,50860,2,27,11,2097152,0,5000,0,1
565,332,56,5280,10,10,0,0,16384,12,10,5,262144,49472,62384,0,1
566,34404,0,0,0,4,0,0,42320,2,27,11,2097152,0,4992,0,1
567,34404,84,258352,0,5,279136,192,204800,14,0,7,1048576,33120,920,0,1
568,34404,56,32368,10,10,0,0,24576,12,10,6,524288,49504,1024,0,1
569,332,84,30768,0,6,0,0,32768,14,10,5,1048576,33088,0,0,1
570,34404,0,0,0,4,0,0,46576,2,27,11,2097152,0,5024,0,1
571,34404,0,0,0,4,0,0,144520,2,25,9,2097152,0,0,0,1
572,34404,56,52624,10,10,0,0,45056,12,10,6,524288,49504,10648,0,1
573,34404,0,0,0,4,0,0,42204,2,27,11,2097152,0,5000,0,1
574,34404,0,0,0,4,0,0,38076,2,27,11,2097152,0,5024,0,1
575,34404,28,43936,0,4,0,0,0,8,0,2,4194304,34112,12656,0,1
576,332,56,15296,0,6,0,0,12288,14,10,6,1048576,33088,15892,0,1
577,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
578,34404,0,0,0,4,0,0,78752,2,25,9,12582912,0,0,0,1
579,332,28,47656,0,4,0,0,8192,8,0,3,1048576,1344,1528,0,1
580,34404,0,0,0,4,0,0,59052,2,27,11,2097152,0,5024,0,1
581,34404,0,0,0,4,0,0,58944,2,27,11,2097152,0,4984,0,1
582,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
583,34404,56,342928,17,6,0,0,339968,12,0,6,1048576,33120,241064,0,1
584,332,0,0,0,1,114688,204,0,2,25,7,1048576,0,0,0,1
585,332,28,4144,10,6,0,0,164544,11,0,5,1048576,33088,16008,0,1
586,34404,56,25216,0,6,30880,270,24576,12,0,5,1048576,33056,70304,0,1
587,34404,0,0,0,4,0,0,50728,2,27,11,2097152,0,5024,0,1
588,34404,56,42016,0,6,54336,167,40960,12,0,6,1048576,33056,436,0,1
589,34404,0,0,0,4,0,0,84032,2,27,11,2097152,0,4992,0,1
590,332,0,0,0,1,192512,225,0,2,25,7,1048576,0,0,0,1
591,34404,0,0,0,4,0,0,128024,2,25,10,2097152,0,1504,0,1
592,332,0,0,0,1,0,0,0,2,25,8,1048576,32768,10752,0,1
593,332,28,339480,0,4,0,0,8192,11,0,3,1048576,34144,29012,0,1
594,34404,84,268160,10,10,0,0,192512,14,20,6,524288,49504,1048,0,1
595,34404,56,29616,0,6,37136,159,28672,12,0,5,1048576,33056,71408,0,1
596,34404,0,0,0,4,0,0,54968,2,27,11,2097152,0,4984,0,1
597,332,84,21984,10,10,0,0,126976,14,20,5,262144,49472,90752,0,1
598,332,28,4144,10,6,0,0,410240,11,0,5,1048576,33088,21352,0,1
599,34404,56,104736,10,10,0,0,90112,12,10,6,524288,49504,687336,0,1
600,332,28,36824,0,4,0,0,8192,11,0,3,1048576,34144,1592,0,1
601,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
602,34404,28,5536,6,6,75200,2203,4096,10,10,5,524288,33088,1684,0,1
603,332,28,508512,0,5,0,0,507904,10,0,5,1048576,33088,1188,0,1
604,34404,56,53664,10,10,0,0,49152,12,10,6,524288,49504,2064,0,1
605,332,56,8704,10,10,0,0,28672,12,10,5,262144,49472,44800,0,1
606,34404,28,5088,6,6,0,0,4096,10,10,5,1048576,33088,1736,0,1
607,332,28,168768,0,4,0,0,8192,8,0,3,1048576,34112,91056,0,1
608,332,28,41912,0,4,0,0,8192,11,0,3,1048576,34144,1496,0,1
609,332,28,30484,0,4,0,0,8192,48,0,3,1048576,34144,2296,0,1
610,34404,0,0,0,5,0,0,401408,9,0,6,1048576,33088,1804,0,1
611,34404,0,0,0,4,0,0,178604,2,25,9,2097152,320,0,0,1
612,332,28,451888,0,5,0,0,450560,9,0,5,1048576,33088,29037,0,1
613,34404,56,28720,10,10,0,0,20480,12,10,7,524288,49504,5816,0,1
614,34404,0,0,0,4,0,0,58096,2,25,10,2097152,0,1504,0,1
615,34404,56,45152,10,10,0,0,32768,12,10,6,524288,49504,1064,0,1
616,34404,0,0,0,4,0,0,62400,2,25,10,2097152,0,23904,0,1
617,34404,56,43888,10,10,0,0,32768,12,10,6,524288,49504,3040,0,1
618,34404,0,0,0,4,0,0,638036,2,25,9,2097152,0,0,0,1
619,332,28,19876,0,4,0,0,8192,11,0,3,1048576,34144,1312,0,1
620,34404,56,291632,0,6,0,0,290816,12,0,5,1048576,33056,436,0,1
621,332,56,7344,10,10,0,0,40960,12,10,5,262144,49472,4864,0,1
622,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
623,332,0,0,1,4,0,0,61796,2,25,8,2097152,0,0,0,1
624,34404,56,26848,10,10,41216,173,24576,12,10,6,524288,49504,1792,0,1
625,332,56,7360,10,10,0,0,49152,12,10,5,262144,49472,2024,0,1
626,332,0,0,6,5,0,0,1108596,2,25,9,1048576,32768,167816,0,1
627,34404,28,45908,0,4,0,0,0,11,0,2,4194304,34144,12224,0,1
628,34404,0,0,0,4,36864,220,41736,2,25,11,2097152,0,0,0,1
629,34404,56,29520,10,10,0,0,24576,12,10,6,524288,49504,5728,0,1
630,332,0,0,1,4,0,0,37436,2,27,9,2097152,0,4984,0,1
631,332,28,131504,0,5,0,0,131072,10,0,4,1048576,33024,1384,0,1
632,34404,0,0,0,4,0,0,194292,2,25,9,2097152,0,0,0,1
633,34404,0,0,0,4,0,0,37592,2,25,9,2097152,0,0,0,1
634,332,84,23344,10,10,0,0,49152,14,20,5,262144,49472,1352,0,1
635,34404,28,5008,6,6,0,0,4096,10,0,5,524288,33088,354984,0,1
636,34404,28,3696692,0,5,3709767,82,3713624,14,0,11,1048576,49504,496624,0,1
637,332,56,151160,6,6,0,0,266240,11,0,5,1048576,33088,33872,0,1
638,34404,56,171360,0,6,0,0,147456,14,13,8,1048576,49504,3464,0,1
639,34404,56,104288,0,6,0,0,102400,12,0,6,1048576,33120,56944,0,1
640,34404,84,165680,10,10,0,0,148240,14,20,6,524288,49504,1032,0,1
641,332,84,54512,10,6,0,0,184320,14,10,5,1048576,49472,7288,0,1
642,332,112,186240,0,6,0,0,151552,14,29,5,1048576,49472,1472,0,1
643,332,112,181456,0,6,0,0,147456,14,29,5,1048576,49472,1656,0,1
644,34404,28,1683392,0,5,0,0,1679360,9,0,5,1048576,32768,1859372,1,1
645,332,0,0,6,6,802816,154,795364,2,25,10,1048576,33088,94540,0,1
646,332,0,0,6,6,802816,154,795364,2,25,10,1048576,33088,94540,0,1
647,34404,0,0,0,4,0,0,53780,2,35,18,2097152,0,1256,0,1
648,34404,56,47776,10,10,0,0,32768,12,10,8,524288,49632,1752,0,1
649,34404,0,0,0,5,0,0,53248,9,0,6,1048576,33088,112184,0,1
650,332,28,76528,0,5,80304,448,69632,14,0,6,1048576,33088,480,0,1
651,332,28,128736,0,5,170960,739,126976,10,0,5,1048576,33088,2640,0,1
652,34404,0,0,0,4,0,0,46292,2,27,11,2097152,0,4992,0,1
653,34404,0,0,0,4,0,0,152848,2,25,9,2097152,0,0,0,1
654,34404,56,38192,10,10,0,0,32768,12,10,6,524288,49504,2072,0,1
655,34404,0,0,0,4,0,0,42204,2,27,11,2097152,0,4984,0,1
656,34404,56,30048,10,10,0,0,24576,12,10,6,524288,49504,7432,0,1
657,34404,0,0,0,5,0,0,131072,9,0,6,1048576,33088,964,0,1
658,332,28,537804,0,4,0,0,8192,11,0,3,1048576,34144,1568,0,1
659,332,56,67176,0,5,0,0,4096,9,0,4,1048576,32832,195556,0,1
660,34404,0,0,0,4,0,0,33636,2,27,11,2097152,0,5032,0,1
661,34404,0,0,0,4,0,0,70488,2,25,9,2097152,0,0,0,1
662,34404,56,58480,10,10,0,0,45056,12,10,8,524288,49632,2304,0,1
663,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
664,34404,56,33984,10,10,0,0,28672,12,10,6,524288,49504,1056,0,1
665,34404,0,0,0,4,0,0,50644,2,27,11,2097152,0,5000,0,1
666,34404,0,0,0,4,0,0,37676,2,27,11,2097152,0,5040,0,1
667,34404,56,29776,10,10,0,0,24576,12,10,6,524288,49504,2416,0,1
668,332,0,0,1,4,0,0,0,2,25,5,2097152,0,0,0,1
669,34404,28,37856,0,5,0,0,36864,9,0,6,1048576,33088,149800,1,1
670,332,28,247080,0,4,0,0,8192,11,0,3,1048576,34144,26860,0,1
671,34404,0,0,0,4,0,0,214192,2,25,9,2097152,0,0,0,1
672,34404,0,0,0,4,0,0,38172,2,27,11,2097152,0,5000,0,1
673,34404,28,250944,0,5,0,0,249856,10,0,6,1048576,33088,1632,0,1
674,332,28,45600,0,5,0,0,45056,9,0,5,1048576,33088,120856,0,1
675,34404,28,49352,0,4,0,0,0,11,0,2,4194304,34144,1600,0,1
676,34404,56,13312,10,10,0,0,12288,12,10,7,524288,49504,53760,0,1
677,34404,0,0,0,4,0,0,46380,2,27,11,2097152,0,5016,0,1
678,34404,0,0,0,4,0,0,37672,2,27,11,2097152,0,5016,0,1
679,34404,0,0,0,4,0,0,51084,2,27,11,2097152,0,4984,0,1
680,34404,56,37792,10,10,0,0,33056,14,0,6,524288,49504,112816,0,1
681,34404,28,99248,0,5,0,0,98304,10,0,6,1048576,33088,976,0,1
682,34404,28,209408,0,6,0,0,172032,14,16,5,1048576,33120,0,0,1
683,34404,28,48028,0,4,0,0,0,11,0,2,4194304,34144,12192,0,1
684,34404,56,372064,10,6,0,0,368640,11,0,6,1048576,33120,1508,0,1
685,34404,28,196608,0,4,0,0,255164,2,30,9,2097152,32768,1256,0,1
686,34404,0,0,0,5,0,0,131072,9,0,5,1048576,32768,436,0,1
