00,01,02,03,04,05,06,07,08,09,0A,0B,0C,0D,0E,0F,10,11,12,13,14,15,16,17,18,19,1A,1B,1C,1D,1E,1F,20,21,22,23,24,25,26,27,28,29,2A,2B,2C,2D,2E,2F,30,31,32,33,34,35,36,37,38,39,3A,3B,3C,3D,3E,3F,40,41,42,43,44,45,46,47,48,49,4A,4B,4C,4D,4E,4F,50,51,52,53,54,55,56,57,58,59,5A,5B,5C,5D,5E,5F,60,61,62,63,64,65,66,67,68,69,6A,6B,6C,6D,6E,6F,70,71,72,73,74,75,76,77,78,79,7A,7B,7C,7D,7E,7F,80,81,82,83,84,85,86,87,88,89,8A,8B,8C,8D,8E,8F,90,91,92,93,94,95,96,97,98,99,9A,9B,9C,9D,9E,9F,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,AA,AB,AC,AD,AE,AF,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,BA,BB,BC,BD,BE,BF,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,CA,CB,CC,CD,CE,CF,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,DA,DB,DC,DD,DE,DF,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,EA,EB,EC,ED,EE,EF,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,FA,FB,FC,FD,FE,FF
10498,1462,993,886,1446,516,522,483,1877,270,276,283,1186,300,230,1823,902,130,112,136,508,538,189,116,435,118,83,132,351,92,83,169,482,86,78,168,628,112,75,61,251,64,49,381,223,116,54,56,374,117,130,1181,186,134,85,77,203,297,115,867,193,177,78,99,534,910,1259,184,305,1886,591,267,316,107,108,88,146,792,170,94,1147,474,148,544,158,796,817,592,266,884,87,278,124,761,623,409,133,43,51,44,158,186,943,49,455,36,959,76,98,54,38,115,172,46,167,256,1766,2160,237,200,192,86,65,51,170,406,196,251,377,319,97,2654,520,2181,65,57,306,2263,221,6150,120,1833,54,44,315,51,36,55,109,154,26,79,110,41,33,191,109,131,28,103,230,226,132,97,123,112,67,61,175,51,18,72,91,41,46,39,178,38,23,34,101,155,193,222,336,92,79,81,101,173,104,80,1600,748,456,1053,466,120,514,669,497,536,164,113,484,131,234,270,293,214,227,194,87,24,144,109,286,228,70,259,191,316,125,166,733,251,92,62,351,213,73,64,2737,566,68,1055,916,53,96,111,739,209,123,190,390,117,586,342,1075,333,205,229,1023,349,642,9329
37337,6227,2274,2083,5780,1676,1724,1303,6134,778,1051,665,4320,719,519,3839,3896,955,534,454,2173,1774,647,501,1588,321,344,461,1198,349,300,378,1649,262,274,287,6321,316,177,157,707,244,212,943,568,211,224,236,732,269,308,3153,499,340,208,188,670,1071,213,2228,1057,433,220,196,1665,767,1304,566,2365,4224,4182,2196,1201,410,521,244,2362,2564,868,274,5990,2362,1059,2659,1316,2385,3373,3459,661,1248,224,1232,692,2156,2795,1723,585,181,144,129,528,518,997,135,2370,110,6897,192,600,165,185,139,1047,399,879,601,5767,7037,889,474,619,308,155,170,979,1427,989,689,1285,809,301,6947,1515,6014,602,222,619,5597,353,28768,402,5748,465,193,814,141,173,125,449,338,222,143,310,268,100,146,275,184,301,316,509,409,121,310,266,528,109,125,360,186,114,206,277,137,168,144,425,118,122,138,313,363,632,462,1037,346,247,215,365,280,518,288,5357,1595,3285,2132,1655,281,1186,1890,1763,1579,459,850,11736,408,4235,1434,1611,448,1209,367,457,161,351,392,1075,357,208,782,564,286,223,242,1090,280,316,193,887,291,244,181,13991,1338,212,2072,2720,347,337,244,2444,1470,517,577,909,331,1494,896,2308,980,434,1406,2608,1382,2732,33785
